,,PM2.5,PM10,CO,NO2,SO2,O3,time
2785,2785,67,79,1.51,29,11,70,2019/3/10 11:00
2786,2786,52,69,1.26,22,11,82,2019/3/10 12:00
2787,2787,44,51,1.84,31,11,87,2019/3/10 13:00
2788,2788,67,72,2.13,36,12,80,2019/3/10 14:00
2789,2789,49,76,1.44,26,11,94,2019/3/10 15:00
2790,2790,30,46,1.33,26,11,100,2019/3/10 16:00
2791,2791,30,47,2.04,56,11,74,2019/3/10 17:00
2792,2792,62,86,2.87,95,12,24,2019/3/10 18:00
2793,2793,80,125,3.11,107,12,14,2019/3/10 19:00
2794,2794,91,173,3.23,104,13,6,2019/3/10 20:00
2795,2795,80,121,2.69,109,13,7,2019/3/10 21:00
2796,2796,74,124,1.86,98,12,9,2019/3/10 22:00
2797,2797,58,88,1.58,88,12,12,2019/3/10 23:00
2798,2798,58,92,1.49,80,12,12,2019/3/11 0:00
2799,2799,56,91,1.46,80,12,14,2019/3/11 1:00
2800,2800,48,82,1.55,76,13,14,2019/3/11 2:00
2801,2801,49,77,1.73,71,13,8,2019/3/11 3:00
2802,2802,57,85,1.74,80,13,9,2019/3/11 4:00
2803,2803,72,107,1.84,89,15,9,2019/3/11 5:00
2804,2804,83,130,2.22,98,15,12,2019/3/11 6:00
2805,2805,101,167,2.06,79,14,41,2019/3/11 7:00
2806,2806,114,161,1.55,51,13,65,2019/3/11 8:00
2807,2807,84,146,1.38,31,12,75,2019/3/11 9:00
2808,2808,68,154,1.25,24,11,68,2019/3/11 10:00
2809,2809,60,160,1.18,21,11,69,2019/3/11 11:00
2810,2810,43,175,1.11,17,10,70,2019/3/11 12:00
2811,2811,40,161,1.1,22,11,76,2019/3/11 13:00
2812,2812,38,160,1.12,20,10,81,2019/3/11 14:00
2813,2813,37,127,1.21,29,11,81,2019/3/11 15:00
2814,2814,41,144,1.26,30,10,85,2019/3/11 16:00
2815,2815,44,132,1.3,36,11,80,2019/3/11 17:00
2816,2816,50,126,1.38,50,11,68,2019/3/11 18:00
2817,2817,54,125,1.53,81,11,49,2019/3/11 19:00
2818,2818,46,157,1.5,85,11,39,2019/3/11 20:00
2819,2819,50,147,1.52,69,10,48,2019/3/11 21:00
2820,2820,47,142,1.62,91,10,26,2019/3/11 22:00
2821,2821,53,143,1.9,90,11,12,2019/3/11 23:00
2822,2822,55,133,1.82,86,11,11,2019/3/12 0:00
2823,2823,56,131,1.86,90,12,9,2019/3/12 1:00
2824,2824,63,155,1.75,92,13,7,2019/3/12 2:00
2825,2825,59,155,1.76,96,14,8,2019/3/12 3:00
2826,2826,60,169,1.96,92,14,8,2019/3/12 4:00
2827,2827,65,164,2.27,89,16,6,2019/3/12 5:00
2828,2828,65,182,2.57,99,18,7,2019/3/12 6:00
2829,2829,65,210,2.42,95,23,14,2019/3/12 7:00
2830,2830,57,177,1.53,64,16,32,2019/3/12 8:00
2831,2831,38,130,1.32,43,13,45,2019/3/12 9:00
2832,2832,33,115,1.22,28,11,59,2019/3/12 10:00
2833,2833,,,,,,,2019/3/12 11:00
2834,2834,,,,,,,2019/3/12 12:00
2835,2835,,,,,,,2019/3/12 13:00
2836,2836,,,,,,,2019/3/12 14:00
2837,2837,,,,,,,2019/3/12 15:00
2838,2838,,,,,,,2019/3/12 16:00
2839,2839,,,,,,,2019/3/12 17:00
2840,2840,,,,,,,2019/3/12 18:00
2841,2841,,,,,,,2019/3/12 19:00
2842,2842,,,,,,,2019/3/12 20:00
2843,2843,,,,,,,2019/3/12 21:00
2844,2844,,,,,,,2019/3/12 22:00
2845,2845,,,,,,,2019/3/12 23:00
2846,2846,,,,,,,2019/3/13 0:00
2847,2847,41,81,0.71,23,14,58,2019/3/13 1:00
2848,2848,32,76,0.82,26,16,53,2019/3/13 2:00
2849,2849,24,75,1.26,32,20,39,2019/3/13 3:00
2850,2850,31,76,1.32,39,18,34,2019/3/13 4:00
2851,2851,32,79,1.21,43,16,28,2019/3/13 5:00
2852,2852,43,85,1.06,44,16,29,2019/3/13 6:00
2853,2853,38,91,0.88,32,16,46,2019/3/13 7:00
2854,2854,34,89,0.84,29,16,58,2019/3/13 8:00
2855,2855,45,100,0.88,29,18,69,2019/3/13 9:00
2856,2856,43,103,0.89,28,17,82,2019/3/13 10:00
2857,2857,46,95,0.76,21,16,100,2019/3/13 11:00
2858,2858,37,74,0.75,22,16,104,2019/3/13 12:00
2859,2859,37,78,0.75,18,16,115,2019/3/13 13:00
2860,2860,34,77,0.65,16,15,119,2019/3/13 14:00
2861,2861,28,63,0.7,22,15,114,2019/3/13 15:00
2862,2862,,,,,,,2019/3/13 16:00
2863,2863,,,,,,,2019/3/13 17:00
2864,2864,45,98,1.02,74,18,53,2019/3/13 18:00
2865,2865,65,124,1.09,90,21,29,2019/3/13 19:00
2866,2866,71,139,1.06,88,23,31,2019/3/13 20:00
2867,2867,71,150,1.14,81,25,28,2019/3/13 21:00
2868,2868,68,134,1.32,95,27,12,2019/3/13 22:00
2869,2869,71,126,1.39,96,25,6,2019/3/13 23:00
2870,2870,69,128,1.3,99,23,4,2019/3/14 0:00
2871,2871,66,123,1.3,97,24,2,2019/3/14 1:00
2872,2872,70,128,1.35,95,24,3,2019/3/14 2:00
2873,2873,,,,,,,2019/3/14 3:00
2874,2874,,,,,,,2019/3/14 4:00
2875,2875,,,,,,,2019/3/14 5:00
2876,2876,61,119,1.21,80,17,9,2019/3/14 6:00
2877,2877,61,129,1.54,70,23,22,2019/3/14 7:00
2878,2878,71,125,2.04,62,38,45,2019/3/14 8:00
2879,2879,46,103,1.64,42,32,76,2019/3/14 9:00
2880,2880,47,79,1.42,34,28,94,2019/3/14 10:00
2881,2881,41,72,1.06,22,21,116,2019/3/14 11:00
2882,2882,37,67,0.9,19,17,125,2019/3/14 12:00
2883,2883,31,59,0.86,19,16,136,2019/3/14 13:00
2884,2884,38,67,0.79,17,16,137,2019/3/14 14:00
2885,2885,32,58,0.8,25,15,129,2019/3/14 15:00
2886,2886,27,58,0.87,25,15,132,2019/3/14 16:00
2887,2887,31,60,0.93,51,14,102,2019/3/14 17:00
2888,2888,35,75,0.98,60,16,82,2019/3/14 18:00
2889,2889,40,79,1.11,84,16,50,2019/3/14 19:00
2890,2890,49,102,1.42,117,15,8,2019/3/14 20:00
2891,2891,50,111,1.55,121,16,4,2019/3/14 21:00
2892,2892,49,113,1.93,117,17,4,2019/3/14 22:00
2893,2893,59,116,1.58,113,18,4,2019/3/14 23:00
2894,2894,53,105,1.37,108,17,4,2019/3/15 0:00
2895,2895,57,108,1.52,97,18,3,2019/3/15 1:00
2896,2896,60,101,1.24,96,19,3,2019/3/15 2:00
2897,2897,50,91,1.16,92,20,4,2019/3/15 3:00
2898,2898,49,88,1.52,84,22,3,2019/3/15 4:00
2899,2899,55,87,1.84,79,23,4,2019/3/15 5:00
2900,2900,50,100,1.6,80,22,8,2019/3/15 6:00
2901,2901,55,100,1.08,62,18,30,2019/3/15 7:00
2902,2902,46,90,0.98,50,18,52,2019/3/15 8:00
2903,2903,50,93,1,47,20,63,2019/3/15 9:00
2904,2904,52,96,1.13,31,25,95,2019/3/15 10:00
2905,2905,46,93,1.09,22,22,106,2019/3/15 11:00
2906,2906,38,75,0.8,17,17,114,2019/3/15 12:00
2907,2907,27,71,0.66,16,14,113,2019/3/15 13:00
2908,2908,19,62,0.57,16,13,114,2019/3/15 14:00
2909,2909,18,53,0.59,19,13,113,2019/3/15 15:00
2910,2910,17,50,0.61,17,13,115,2019/3/15 16:00
2911,2911,13,50,0.72,41,14,91,2019/3/15 17:00
2912,2912,21,67,0.94,73,16,55,2019/3/15 18:00
2913,2913,33,73,1.16,109,16,15,2019/3/15 19:00
2914,2914,,,,,,,2019/3/15 20:00
2915,2915,47,104,2.26,111,18,3,2019/3/15 21:00
2916,2916,,,,,,,2019/3/15 22:00
2917,2917,,,,,,,2019/3/15 23:00
2918,2918,,,,,,,2019/3/16 0:00
2919,2919,,,,,,,2019/3/16 1:00
2920,2920,,,,,,,2019/3/16 2:00
2921,2921,,,,,,,2019/3/16 3:00
2922,2922,59,100,1.4,68,20,11,2019/3/16 4:00
2923,2923,55,97,1.38,72,19,7,2019/3/16 5:00
2924,2924,,,,,,,2019/3/16 6:00
2925,2925,66,112,1.38,62,24,22,2019/3/16 7:00
2926,2926,,,,,,,2019/3/16 8:00
2927,2927,62,115,1.17,60,24,54,2019/3/16 9:00
2928,2928,51,115,1.06,50,22,76,2019/3/16 10:00
2929,2929,55,101,0.87,26,18,119,2019/3/16 11:00
2930,2930,36,79,1.14,34,26,116,2019/3/16 12:00
2931,2931,40,72,1.32,38,29,116,2019/3/16 13:00
2932,2932,,,,,,,2019/3/16 14:00
2933,2933,23,63,0.88,26,19,130,2019/3/16 15:00
2934,2934,38,68,1.13,46,22,108,2019/3/16 16:00
2935,2935,46,77,1.06,60,23,86,2019/3/16 17:00
2936,2936,48,88,1.42,117,19,24,2019/3/16 18:00
2937,2937,64,123,2.16,118,17,5,2019/3/16 19:00
2938,2938,77,155,2.38,118,18,4,2019/3/16 20:00
2939,2939,66,136,2.5,107,18,4,2019/3/16 21:00
2940,2940,,,,,,,2019/3/16 22:00
2941,2941,,,,,,,2019/3/16 23:00
2942,2942,,,,,,,2019/3/17 0:00
2943,2943,,,,,,,2019/3/17 1:00
2944,2944,72,123,1.86,77,18,2,2019/3/17 2:00
2945,2945,71,107,1.82,86,20,2,2019/3/17 3:00
2946,2946,72,130,1.93,78,20,2,2019/3/17 4:00
2947,2947,72,118,2.1,76,20,3,2019/3/17 5:00
2948,2948,,,,,,,2019/3/17 6:00
2949,2949,72,167,1.57,108,39,10,2019/3/17 7:00
2950,2950,,,,,,,2019/3/17 8:00
2951,2951,,,,,,,2019/3/17 9:00
2952,2952,74,136,1.15,49,27,104,2019/3/17 10:00
2953,2953,54,86,1.07,37,25,130,2019/3/17 11:00
2954,2954,51,85,0.99,25,23,145,2019/3/17 12:00
2955,2955,44,84,0.88,20,19,152,2019/3/17 13:00
2956,2956,47,78,0.94,23,22,158,2019/3/17 14:00
2957,2957,52,81,0.94,27,20,160,2019/3/17 15:00
2958,2958,63,106,1.04,31,20,164,2019/3/17 16:00
2959,2959,,,,,,,2019/3/17 17:00
2960,2960,77,135,1.25,42,24,134,2019/3/17 18:00
2961,2961,126,198,1.21,39,24,104,2019/3/17 19:00
2962,2962,89,154,1.26,46,22,80,2019/3/17 20:00
2963,2963,79,144,1.33,43,22,84,2019/3/17 21:00
2964,2964,,,,,,,2019/3/17 22:00
2965,2965,83,131,1.34,37,22,94,2019/3/17 23:00
2966,2966,,,,,,,2019/3/18 0:00
2967,2967,99,146,1.33,40,21,77,2019/3/18 1:00
2968,2968,,,,,,,2019/3/18 2:00
2969,2969,,,,,,,2019/3/18 3:00
2970,2970,122,165,1.45,44,20,56,2019/3/18 4:00
2971,2971,132,164,1.46,56,20,41,2019/3/18 5:00
2972,2972,132,174,1.56,66,19,29,2019/3/18 6:00
2973,2973,133,179,1.47,52,21,44,2019/3/18 7:00
2974,2974,140,182,1.53,63,20,39,2019/3/18 8:00
2975,2975,134,193,1.6,65,22,43,2019/3/18 9:00
2976,2976,126,184,1.35,44,22,86,2019/3/18 10:00
2977,2977,90,117,1.16,31,16,114,2019/3/18 11:00
2978,2978,68,89,1.02,24,15,125,2019/3/18 12:00
2979,2979,58,77,0.93,18,14,134,2019/3/18 13:00
2980,2980,43,59,0.96,19,15,130,2019/3/18 14:00
2981,2981,41,61,0.92,22,15,118,2019/3/18 15:00
2982,2982,44,62,0.9,23,14,106,2019/3/18 16:00
2983,2983,,,,,,,2019/3/18 17:00
2984,2984,,,,,,,2019/3/18 18:00
2985,2985,37,58,1.02,48,13,63,2019/3/18 19:00
2986,2986,,,,,,,2019/3/18 20:00
2987,2987,,,,,,,2019/3/18 21:00
2988,2988,54,83,1.05,87,14,5,2019/3/18 22:00
2989,2989,,,,,,,2019/3/18 23:00
2990,2990,54,79,0.96,75,15,4,2019/3/19 0:00
2991,2991,61,77,0.95,70,14,4,2019/3/19 1:00
2992,2992,,,,,,,2019/3/19 2:00
2993,2993,,,,,,,2019/3/19 3:00
2994,2994,63,84,1,52,16,8,2019/3/19 4:00
2995,2995,65,83,1.09,52,17,7,2019/3/19 5:00
2996,2996,75,87,1.24,52,21,10,2019/3/19 6:00
2997,2997,81,95,1.26,45,23,28,2019/3/19 7:00
2998,2998,78,98,1.12,28,21,62,2019/3/19 8:00
2999,2999,61,74,1.12,25,18,82,2019/3/19 9:00
3000,3000,57,66,1.06,14,16,108,2019/3/19 10:00
3001,3001,40,60,0.99,11,16,132,2019/3/19 11:00
3002,3002,,,,,,,2019/3/19 12:00
3003,3003,,,,,,,2019/3/19 13:00
3004,3004,45,104,1.13,17,14,132,2019/3/19 14:00
3005,3005,56,80,1.1,20,15,144,2019/3/19 15:00
3006,3006,61,82,1.06,26,14,135,2019/3/19 16:00
3007,3007,62,94,1.03,27,14,128,2019/3/19 17:00
3008,3008,54,94,1.09,27,15,134,2019/3/19 18:00
3009,3009,71,103,1.03,24,14,124,2019/3/19 19:00
3010,3010,50,75,1.06,24,15,123,2019/3/19 20:00
3011,3011,62,88,1.02,27,15,122,2019/3/19 21:00
3012,3012,51,84,0.99,25,15,103,2019/3/19 22:00
3013,3013,39,65,0.96,25,15,85,2019/3/19 23:00
3014,3014,32,56,0.94,24,15,76,2019/3/20 0:00
3015,3015,28,52,1,24,13,62,2019/3/20 1:00
3016,3016,32,49,1.01,22,12,57,2019/3/20 2:00
3017,3017,35,43,1.07,26,13,46,2019/3/20 3:00
3018,3018,31,41,1.1,27,13,39,2019/3/20 4:00
3019,3019,36,47,1.22,34,13,36,2019/3/20 5:00
3020,3020,44,45,1.38,43,14,27,2019/3/20 6:00
3021,3021,42,58,1.37,39,16,35,2019/3/20 7:00
3022,3022,48,57,1.4,37,16,40,2019/3/20 8:00
3023,3023,50,65,1.4,39,16,34,2019/3/20 9:00
3024,3024,52,101,1.44,22,16,54,2019/3/20 10:00
3025,3025,42,60,1.58,27,16,37,2019/3/20 11:00
3026,3026,37,58,1.39,22,16,42,2019/3/20 12:00
3027,3027,21,29,1.33,19,15,49,2019/3/20 13:00
3028,3028,30,43,1.31,20,14,54,2019/3/20 14:00
3029,3029,30,27,1.41,25,14,53,2019/3/20 15:00
3030,3030,26,28,1.42,30,13,56,2019/3/20 16:00
3031,3031,26,31,1.45,30,12,55,2019/3/20 17:00
3032,3032,36,49,1.31,22,12,53,2019/3/20 18:00
3033,3033,39,40,1.36,28,11,50,2019/3/20 19:00
3034,3034,,,,,,,2019/3/20 20:00
3035,3035,39,49,1.34,30,12,47,2019/3/20 21:00
3036,3036,,,,,,,2019/3/20 22:00
3037,3037,56,57,1.53,23,12,58,2019/3/20 23:00
3038,3038,62,63,2,26,16,53,2019/3/21 0:00
3039,3039,,,,,,,2019/3/21 1:00
3040,3040,,,,,,,2019/3/21 2:00
3041,3041,63,71,1.34,29,12,37,2019/3/21 3:00
3042,3042,,,,,,,2019/3/21 4:00
3043,3043,67,76,1.43,52,12,9,2019/3/21 5:00
3044,3044,73,82,1.55,57,12,10,2019/3/21 6:00
3045,3045,72,90,1.5,53,14,22,2019/3/21 7:00
3046,3046,87,100,1.58,64,14,31,2019/3/21 8:00
3047,3047,86,107,1.31,47,15,62,2019/3/21 9:00
3048,3048,96,116,1.43,30,15,54,2019/3/21 10:00
3049,3049,143,160,1.38,24,13,50,2019/3/21 11:00
3050,3050,95,112,0.99,13,13,74,2019/3/21 12:00
3051,3051,35,55,0.89,12,12,79,2019/3/21 13:00
3052,3052,28,55,0.9,13,11,79,2019/3/21 14:00
3053,3053,25,53,0.97,16,11,78,2019/3/21 15:00
3054,3054,36,56,0.94,18,11,74,2019/3/21 16:00
3055,3055,35,63,0.97,21,11,70,2019/3/21 17:00
3056,3056,37,61,0.86,17,12,70,2019/3/21 18:00
3057,3057,23,47,0.78,18,12,68,2019/3/21 19:00
3058,3058,17,33,0.81,21,13,63,2019/3/21 20:00
3059,3059,21,44,0.96,18,13,67,2019/3/21 21:00
3060,3060,42,61,0.95,16,13,70,2019/3/21 22:00
3061,3061,43,51,0.89,15,13,74,2019/3/21 23:00
3062,3062,29,40,0.77,10,12,80,2019/3/22 0:00
3063,3063,30,34,0.76,9,12,76,2019/3/22 1:00
3064,3064,20,29,0.78,13,14,68,2019/3/22 2:00
3065,3065,26,33,0.77,11,15,68,2019/3/22 3:00
3066,3066,23,31,0.75,12,14,68,2019/3/22 4:00
3067,3067,18,29,0.76,13,13,71,2019/3/22 5:00
3068,3068,,,,,,,2019/3/22 6:00
3069,3069,,,,,,,2019/3/22 7:00
3070,3070,,,,,,,2019/3/22 8:00
3071,3071,15,33,0.7,16,15,68,2019/3/22 9:00
3072,3072,16,32,0.76,19,16,70,2019/3/22 10:00
3073,3073,20,39,0.82,23,15,70,2019/3/22 11:00
3074,3074,18,31,0.69,22,14,76,2019/3/22 12:00
3075,3075,17,25,0.76,23,15,79,2019/3/22 13:00
3076,3076,15,32,0.75,22,16,76,2019/3/22 14:00
3077,3077,15,44,0.84,27,16,73,2019/3/22 15:00
3078,3078,22,49,0.87,24,14,83,2019/3/22 16:00
3079,3079,24,45,0.87,28,15,70,2019/3/22 17:00
3080,3080,26,48,0.91,29,16,69,2019/3/22 18:00
3081,3081,28,43,0.93,31,16,65,2019/3/22 19:00
3082,3082,24,38,0.86,36,16,55,2019/3/22 20:00
3083,3083,25,45,0.99,42,15,44,2019/3/22 21:00
3084,3084,22,48,0.96,48,16,34,2019/3/22 22:00
3085,3085,16,45,0.72,31,15,44,2019/3/22 23:00
3086,3086,9,41,0.7,21,15,52,2019/3/23 0:00
3087,3087,21,33,0.71,24,15,48,2019/3/23 1:00
3088,3088,18,34,0.77,23,16,44,2019/3/23 2:00
3089,3089,16,34,0.97,32,16,34,2019/3/23 3:00
3090,3090,18,39,0.87,47,16,21,2019/3/23 4:00
3091,3091,26,39,0.82,41,16,30,2019/3/23 5:00
3092,3092,21,40,0.85,48,16,29,2019/3/23 6:00
3093,3093,24,46,1.01,46,18,30,2019/3/23 7:00
3094,3094,23,54,1.11,34,21,50,2019/3/23 8:00
3095,3095,31,63,0.99,31,19,64,2019/3/23 9:00
3096,3096,37,60,0.95,33,17,68,2019/3/23 10:00
3097,3097,32,52,0.88,26,16,82,2019/3/23 11:00
3098,3098,28,48,1.25,26,22,93,2019/3/23 12:00
3099,3099,37,54,1.59,33,28,99,2019/3/23 13:00
3100,3100,43,69,1.13,27,22,121,2019/3/23 14:00
3101,3101,34,73,1.04,26,21,125,2019/3/23 15:00
3102,3102,40,58,1.06,27,20,121,2019/3/23 16:00
3103,3103,41,55,1.15,45,18,92,2019/3/23 17:00
3104,3104,52,76,1.17,59,15,65,2019/3/23 18:00
3105,3105,55,80,0.92,44,16,74,2019/3/23 19:00
3106,3106,48,62,1.06,58,15,56,2019/3/23 20:00
3107,3107,39,72,1,54,16,57,2019/3/23 21:00
3108,3108,50,67,1.06,64,16,36,2019/3/23 22:00
3109,3109,,,,,,,2019/3/23 23:00
3110,3110,,,,,,,2019/3/24 0:00
3111,3111,72,95,1.43,39,19,40,2019/3/24 1:00
3112,3112,83,110,1.48,44,18,32,2019/3/24 2:00
3113,3113,89,112,1.46,46,17,23,2019/3/24 3:00
3114,3114,97,122,1.48,46,18,19,2019/3/24 4:00
3115,3115,98,111,1.5,47,18,22,2019/3/24 5:00
3116,3116,97,119,1.41,48,18,24,2019/3/24 6:00
3117,3117,104,120,1.25,43,22,45,2019/3/24 7:00
3118,3118,71,109,1.17,40,23,66,2019/3/24 8:00
3119,3119,73,105,1.14,37,22,82,2019/3/24 9:00
3120,3120,72,104,1.06,28,20,107,2019/3/24 10:00
3121,3121,55,87,0.96,22,19,126,2019/3/24 11:00
3122,3122,55,81,0.95,23,18,132,2019/3/24 12:00
3123,3123,50,80,0.92,20,17,138,2019/3/24 13:00
3124,3124,44,73,0.92,20,16,143,2019/3/24 14:00
3125,3125,43,66,0.86,18,16,138,2019/3/24 15:00
3126,3126,35,56,0.94,25,15,125,2019/3/24 16:00
3127,3127,30,69,1.11,36,17,119,2019/3/24 17:00
3128,3128,70,97,1.13,41,19,116,2019/3/24 18:00
3129,3129,82,115,1.14,49,19,107,2019/3/24 19:00
3130,3130,88,121,1.16,45,19,108,2019/3/24 20:00
3131,3131,82,120,1.2,47,19,105,2019/3/24 21:00
3132,3132,81,123,1.19,53,19,88,2019/3/24 22:00
3133,3133,86,123,1.18,43,20,92,2019/3/24 23:00
3134,3134,84,118,1.2,45,18,82,2019/3/25 0:00
3135,3135,92,124,1.21,32,18,92,2019/3/25 1:00
3136,3136,86,116,1.22,30,24,87,2019/3/25 2:00
3137,3137,88,110,1.27,23,21,91,2019/3/25 3:00
3138,3138,65,77,1.61,34,26,69,2019/3/25 4:00
3139,3139,78,86,1.56,47,22,56,2019/3/25 5:00
3140,3140,71,79,1.24,41,16,73,2019/3/25 6:00
3141,3141,52,64,1.24,34,16,87,2019/3/25 7:00
3142,3142,52,65,1.78,42,27,89,2019/3/25 8:00
3143,3143,35,69,1.49,31,26,97,2019/3/25 9:00
3144,3144,30,54,1.09,15,17,117,2019/3/25 10:00
3145,3145,35,47,1.05,13,16,122,2019/3/25 11:00
3146,3146,29,38,1.21,17,17,125,2019/3/25 12:00
3147,3147,29,41,1.3,18,19,123,2019/3/25 13:00
3148,3148,29,45,1.44,25,24,119,2019/3/25 14:00
3149,3149,33,62,1.39,28,24,110,2019/3/25 15:00
3150,3150,36,60,1.33,33,23,96,2019/3/25 16:00
3151,3151,45,61,1.25,33,18,98,2019/3/25 17:00
3152,3152,43,59,1.33,44,16,71,2019/3/25 18:00
3153,3153,41,60,1.53,70,19,35,2019/3/25 19:00
3154,3154,51,70,1.64,72,22,26,2019/3/25 20:00
3155,3155,56,74,1.65,71,21,26,2019/3/25 21:00
3156,3156,,,,,,,2019/3/25 22:00
3157,3157,,,,,,,2019/3/25 23:00
3158,3158,47,74,1.43,61,16,19,2019/3/26 0:00
3159,3159,53,67,1.49,67,17,8,2019/3/26 1:00
3160,3160,57,79,1.55,69,17,3,2019/3/26 2:00
3161,3161,60,77,1.58,66,18,3,2019/3/26 3:00
3162,3162,63,80,1.59,65,17,3,2019/3/26 4:00
3163,3163,63,75,1.7,64,18,3,2019/3/26 5:00
3164,3164,64,85,1.64,66,20,5,2019/3/26 6:00
3165,3165,64,93,1.86,48,30,27,2019/3/26 7:00
3166,3166,49,98,1.8,46,40,45,2019/3/26 8:00
3167,3167,60,95,1.62,47,33,47,2019/3/26 9:00
3168,3168,48,76,1.49,39,28,66,2019/3/26 10:00
3169,3169,38,73,1.37,34,21,81,2019/3/26 11:00
3170,3170,44,69,1.25,23,18,107,2019/3/26 12:00
3171,3171,32,63,1.06,17,16,130,2019/3/26 13:00
3172,3172,,,,,,,2019/3/26 14:00
3173,3173,,,,,,,2019/3/26 15:00
3174,3174,,,,,,,2019/3/26 16:00
3175,3175,,,,,,,2019/3/26 17:00
3176,3176,43,97,1.28,87,16,42,2019/3/26 18:00
3177,3177,49,110,1.24,98,17,37,2019/3/26 19:00
3178,3178,49,101,1.33,118,17,13,2019/3/26 20:00
3179,3179,46,104,1.28,123,18,6,2019/3/26 21:00
3180,3180,51,117,1.31,111,20,8,2019/3/26 22:00
3181,3181,50,112,1.37,94,21,16,2019/3/26 23:00
3182,3182,44,103,1.37,85,20,15,2019/3/27 0:00
3183,3183,51,97,1.44,83,17,6,2019/3/27 1:00
3184,3184,56,111,1.5,77,16,4,2019/3/27 2:00
3185,3185,52,88,1.68,68,16,3,2019/3/27 3:00
3186,3186,47,83,1.57,69,16,3,2019/3/27 4:00
3187,3187,43,89,1.57,79,19,4,2019/3/27 5:00
3188,3188,62,125,1.74,83,23,5,2019/3/27 6:00
3189,3189,63,136,1.67,89,26,5,2019/3/27 7:00
3190,3190,78,155,1.65,82,27,13,2019/3/27 8:00
3191,3191,82,148,2.05,78,40,27,2019/3/27 9:00
3192,3192,69,137,1.83,72,34,38,2019/3/27 10:00
3193,3193,49,101,2,57,30,54,2019/3/27 11:00
3194,3194,44,79,2.42,77,29,29,2019/3/27 12:00
3195,3195,50,91,2.16,83,24,14,2019/3/27 13:00
3196,3196,57,97,1.84,67,18,23,2019/3/27 14:00
3197,3197,69,80,1.81,74,16,17,2019/3/27 15:00
3198,3198,52,69,1.93,68,16,14,2019/3/27 16:00
3199,3199,,,,,,,2019/3/27 17:00
3200,3200,62,64,1.92,68,14,6,2019/3/27 18:00
3201,3201,58,59,1.95,68,14,4,2019/3/27 19:00
3202,3202,61,62,1.9,68,14,2,2019/3/27 20:00
3203,3203,53,58,1.7,60,13,3,2019/3/27 21:00
3204,3204,,,,,,,2019/3/27 22:00
3205,3205,,,,,,,2019/3/27 23:00
3206,3206,,,,,,,2019/3/28 0:00
3207,3207,28,31,1.23,29,12,39,2019/3/28 1:00
3208,3208,31,41,1.29,26,13,37,2019/3/28 2:00
3209,3209,30,35,1.42,36,12,28,2019/3/28 3:00
3210,3210,29,42,1.5,34,12,20,2019/3/28 4:00
3211,3211,28,42,1.57,42,13,19,2019/3/28 5:00
3212,3212,32,41,1.52,54,13,25,2019/3/28 6:00
3213,3213,34,48,1.51,55,15,28,2019/3/28 7:00
3214,3214,,,,,,,2019/3/28 8:00
3215,3215,52,68,1.6,36,19,59,2019/3/28 9:00
3216,3216,53,81,1.71,41,20,68,2019/3/28 10:00
3217,3217,72,95,1.83,55,20,53,2019/3/28 11:00
3218,3218,105,138,1.63,55,19,49,2019/3/28 12:00
3219,3219,123,145,1.51,46,18,57,2019/3/28 13:00
3220,3220,121,156,1.56,40,16,70,2019/3/28 14:00
3221,3221,114,153,1.52,37,16,86,2019/3/28 15:00
3222,3222,103,136,1.42,43,16,88,2019/3/28 16:00
3223,3223,99,123,1.53,52,16,76,2019/3/28 17:00
3224,3224,91,131,1.72,63,19,56,2019/3/28 18:00
3225,3225,90,138,1.56,58,19,53,2019/3/28 19:00
3226,3226,95,130,1.68,61,21,39,2019/3/28 20:00
3227,3227,82,128,1.58,60,19,32,2019/3/28 21:00
3228,3228,89,134,1.55,80,20,10,2019/3/28 22:00
3229,3229,91,124,1.58,61,23,20,2019/3/28 23:00
3230,3230,79,131,1.55,53,21,21,2019/3/29 0:00
3231,3231,87,121,1.61,45,17,24,2019/3/29 1:00
3232,3232,92,130,1.7,71,23,4,2019/3/29 2:00
3233,3233,80,130,1.6,72,26,4,2019/3/29 3:00
3234,3234,82,119,1.48,65,22,7,2019/3/29 4:00
3235,3235,64,100,1.42,55,20,12,2019/3/29 5:00
3236,3236,62,92,1.33,46,20,19,2019/3/29 6:00
3237,3237,62,99,1.35,44,18,34,2019/3/29 7:00
3238,3238,69,98,1.38,40,16,47,2019/3/29 8:00
3239,3239,58,94,1.39,34,16,58,2019/3/29 9:00
3240,3240,62,88,1.44,41,16,59,2019/3/29 10:00
3241,3241,65,89,1.39,36,16,72,2019/3/29 11:00
3242,3242,57,76,1.37,30,16,86,2019/3/29 12:00
3243,3243,50,73,1.44,35,15,87,2019/3/29 13:00
3244,3244,58,86,1.41,31,15,96,2019/3/29 14:00
3245,3245,47,76,1.43,37,14,85,2019/3/29 15:00
3246,3246,57,85,1.55,42,14,73,2019/3/29 16:00
3247,3247,59,90,1.56,47,14,64,2019/3/29 17:00
3248,3248,62,93,1.68,67,14,42,2019/3/29 18:00
3249,3249,56,88,1.77,93,14,12,2019/3/29 19:00
3250,3250,68,102,1.94,92,15,4,2019/3/29 20:00
3251,3251,74,107,1.92,87,15,4,2019/3/29 21:00
3252,3252,,,,,,,2019/3/29 22:00
3253,3253,,,,,,,2019/3/29 23:00
